message,label,processed_message
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam,winner valu network custom hvae select receiv £ reward collect call valid hour aclpm
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,ham,hcl chennai requir fresher voic processexcel english neededsalari upto ltgt call mssuman ltgt telephon interview via indyarockscom
Dai what this da.. Can i send my resume to this id.,ham,dai da send resum id
"I know where the  &lt;#&gt;  is, I'll be there around 5",ham,know ltgt ill around
Yup i've finished c ü there...,ham,yup ive finish c ü
Remember to ask alex about his pizza,ham,rememb ask alex pizza
No da..today also i forgot..,ham,datoday also forgot
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham,ola would get back mayb today told direct link us get car bid onlin arrang ship get cut u partnership u invest money ship take care restuwud b self reliant soon dnt worri
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham,fwiw reason im around time smoke ga afford around someon tell appar happen somebodi want light
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",ham,hello boytoy made home constant thought love hope nice visit cant wait till come home kiss
Congrats kano..whr s the treat maga?,ham,congrat kanowhr treat maga
Who u talking about?,ham,u talk
Yup...,ham,yup
Ok...,ham,ok
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham,u wake alreadi wat u u pick us later rite im take sq reach ard smth like dat u check e arriv time c ya soon
Yunny i'm walking in citylink now ü faster come down... Me very hungry...,ham,yunni im walk citylink ü faster come hungri
Er yep sure. Props?,ham,er yep sure prop
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",ham,hiya u pay money account thank got pleasant surpris check balanc u c dont get statement acc
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam,u nokia plu free digit camera u get u win free auction take part send nokia poboxtcrw
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ham,ok ill send ltdecimalgt ok
Bognor it is! Should be splendid at this time of year.,ham,bognor splendid time year
Yes.i'm in office da:),ham,yesim offic da
"Sorry, I'll call later",ham,sorri ill call later
Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham,joy father john john name joy father mandan
Ok. I only ask abt e movie. U wan ktv oso?,ham,ok ask abt e movi u wan ktv oso
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham,misplac number send text old number wonder ive heard year best mcat got number atlanta friend
"Sorry, I'll call later",ham,sorri ill call later
Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,ham,dunno lei might b eatin wif fren ü wan eat wait ü lar
"Sorry, I'll call later",ham,sorri ill call later
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,free entri £ weekli comp send word win tc wwwtxttowincouk
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,say slowli godi love amp need youclean heart bloodsend ten special peopl amp u c miracl tomorrow itplspl
Do u noe how 2 send files between 2 computers?,ham,u noe send file comput
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham,mmmmm love wake word morn miss love hope day goe well happi wait us togeth
jay says he'll put in  &lt;#&gt;,ham,jay say hell put ltgt
Can you just come in for a sec? There's somebody here I want you to see,ham,come sec there somebodi want see
So the sun is anti sleep medicine.,ham,sun anti sleep medicin
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,ham,what happen gotten job begun registr perman resid
Yup ok...,ham,yup ok
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,ham,glad went well come well plenti time clair goe work
Ok enjoy . R u there in home.,ham,ok enjoy r u home
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham,pl pl send mail know rel come deliv know cost risk benefit anyth els thank
You do what all you like,ham,like
That's y we haf to combine n c how lor...,ham,that haf combin n c lor
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,ham,monthli amount terribl pay anyth till month finish school
Hmmm:)how many players selected?,ham,hmmmhow mani player select
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",ham,said gonna snow start around pm tonit predict inch accumul
I dont. Can you send it to me. Plus how's mode.,ham,dont send plu how mode
Aiyo please ü got time meh.,ham,aiyo pleas ü got time meh
Package all your programs well,ham,packag program well
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",ham,sister belong famili hope tomorrow pray herwho fate shoranur train incid let hold hand togeth amp fuell love amp concern prior grief amp pain pl join di chain amp pass stop violenc women
So are you guys asking that i get that slippers again or its gone with last year,ham,guy ask get slipper gone last year
Company is very good.environment is terrific and food is really nice:),ham,compani goodenviron terrif food realli nice
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",spam,text get rington logo game wwwtxtcom question infotxtcouk
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,ham,honestli ive made love cup tea promptli drop key burnt finger get
Yup but not studying surfing lor. I'm in e lazy mode today.,ham,yup studi surf lor im e lazi mode today
Please sen :)my kind advice :-)please come here and try:-),ham,pleas sen kind advic pleas come tri
I'm done. C ü there.,ham,im done c ü
"Oh fine, I'll be by tonight",ham,oh fine ill tonight
Ü give me some time to walk there.,ham,ü give time walk
I'll reach in ard 20 mins ok...,ham,ill reach ard min ok
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam,freemsg award free mini digit camera repli snap collect prize quizclub opt stop pwk sprwm ph
Fuck babe ... What happened to you ? How come you never came back?,ham,fuck babe happen come never came back
This message is brought to you by GMW Ltd. and is not connected to the,spam,messag brought gmw ltd connect
"Some friends want me to drive em someplace, probably take a while",ham,friend want drive em someplac probabl take
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,ham,also thk fast xy suggest one u dun wan ok go rain leh got gd
Are you still getting the goods.,ham,still get good
And maybe some pressies,ham,mayb pressi
"Yeah I am, so I'll leave maybe 7ish?",ham,yeah ill leav mayb ish
K..k..i'm also fine:)when will you complete the course?,ham,kkim also finewhen complet cours
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham,sea lay rock rock envelop envelop paper paper word
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,ham,told dr appt next week think im gonna die told check noth worri didnt listen
You in your room? I need a few,ham,room need
I dont want to hear anything,ham,dont want hear anyth
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham,hey leav friday wait ask superior tell
Ultimately tor motive tui achieve korli.,ham,ultim tor motiv tui achiev korli
From 5 to 2 only my work timing.,ham,work time
… and don‘t worry we‘ll have finished by march … ish!,ham,… don‘t worri we‘ll finish march … ish
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",ham,hous water dock boat roll newscast dabbl jazz flute behind wheel
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,congrat mobil g videophon r call videochat wid ur mate play java game dload polyph music nolin rentl bx ip p
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam,next amaz xxx picsfre video sent enjoy one vid enough day text back keyword picsfre get next video
Now thats going to ruin your thesis!,ham,that go ruin thesi
In sch but neva mind u eat 1st lor..,ham,sch neva mind u eat st lor
Hey whats up? U sleeping all morning?,ham,hey what u sleep morn
Erm. I thought the contract ran out the4th of october.,ham,erm thought contract ran theth octob
I dunno until when... Lets go learn pilates...,ham,dunno let go learn pilat
U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam,u subscrib best mobil content servic uk £ per ten day send stop helplin
Yup i'm elaborating on the safety aspects and some other issues..,ham,yup im elabor safeti aspect issu
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",spam,free tarot text find love life tri free text chanc free msg £
"Goodmorning, today i am late for 1hr.",ham,goodmorn today late hr
Hi happy birthday. Hi hi hi hi hi hi hi,ham,hi happi birthday hi hi hi hi hi hi hi
I will be outside office take all from there,ham,outsid offic take
If you don't respond imma assume you're still asleep and imma start calling n shit,ham,dont respond imma assum your still asleep imma start call n shit
"Aight, see you in a bit",ham,aight see bit
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),ham,superior tell friday leav depart except oursso leav youani way call wahe fathima hr conform
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam,join uk horniest dog servic u sex nite sign follow instruct txt entri nytecalpmsgp
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,ham,lol take member said aunt flow didnt visit month caus develop ovarian cyst bc way shrink
Still work going on:)it is very small house.,ham,still work go onit small hous
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",ham,friend got say he up order gram he got ltgt get
Tmr timin still da same wat cos i got lesson until 6...,ham,tmr timin still da wat co got lesson
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham,that‘ thing ape u fight death keep someth minut u let go that
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr £ sptyron
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,ham,im gonna abl late notic ill home week anyway plan
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",ham,got fujitsu ibm hp toshiba got lot model say
Okie... Thanx...,ham,oki thanx
"Gosh that , what a pain. Spose I better come then.",ham,gosh pain spose better come
"As usual..iam fine, happy &amp; doing well..:)",ham,usualiam fine happi amp well
Okie,ham,oki
So when you gonna get rimac access ,ham,gonna get rimac access
Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,ham,im arestaur eat squid wanna dosometh late
You call times job today ok umma and ask them to speed up,ham,call time job today ok umma ask speed
HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,ham,hello ucal wen u finish wrki fanci meetin wiv u tonit need break dabook hr last nite today wrk
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham,r u sam p eachoth meet go hous
:-) yeah! Lol. Luckily i didn't have a starring role like you!,ham,yeah lol luckili didnt star role like
Hello madam how are you ?,ham,hello madam
"Awesome, text me when you're restocked",ham,awesom text your restock
"As usual..iam fine, happy &amp; doing well..:)",ham,usualiam fine happi amp well
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,spam,knock knock txt whose enter r weekli draw £ gift voucher store yr choic tc wwwtklscom age stoptxtstop£week
Yes. It's all innocent fun. O:-),ham,ye innoc fun
Thanks for sending this mental ability question..,ham,thank send mental abil question
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham,sir hope day go smoothli realli hope wont bother bill cant settl month extra cash know challeng time also let know
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham,marrow wed ltgt aha
I went to ur hon lab but no one is there.,ham,went ur hon lab one
I cant pick the phone right now. Pls send a message,ham,cant pick phone right pl send messag
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,ham,hey pple nightsexcel locat wif breakfast hamper
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,forward hi mailbox messag sm alert match pleas call back retriev messag match ccpmin
How come?,ham,come
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,ham,lol nah wasnt bad thank good b home quit realiti check how ur day u anyth websit
Ok lor...,ham,ok lor
I'm coming home 4 dinner.,ham,im come home dinner
S da..al r above  &lt;#&gt;,ham,daal r ltgt
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",spam,free ring tone text poli everi week get new tone yr £wk
Unni thank you dear for the recharge..Rakhesh,ham,unni thank dear rechargerakhesh
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,ham,know im lack particular dramastorm detail part im worri
Haha... They cant what... At the most tmr forfeit... haha so how?,ham,haha cant tmr forfeit haha
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham,hey glad u r better hear u treat urself digi cam good r pm fab new year c u coupla wk
No way I'm going back there!,ham,way im go back
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam,urgent mobil xxx £ bonu caller prize nd attempt reach call asap boxnqp ppm
I WILL CAL YOU SIR. In meeting,ham,cal sir meet
"That's what I love to hear :V see you sundayish, then",ham,that love hear v see sundayish
"Sorry da thangam, very very sorry i am held up with prasad.",ham,sorri da thangam sorri held prasad
Tiwary to rcb.battle between bang and kochi.,ham,tiwari rcbbattl bang kochi
Thank god they are in bed!,ham,thank god bed
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,ham,dont cancer mom make big deal regular checkup aka pap smear
Am in gobi arts college,ham,gobi art colleg
Why she wants to talk to me,ham,want talk
Pandy joined 4w technologies today.he got job..,ham,pandi join w technolog todayh got job
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,guarante latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
"They can try! They can get lost, in fact. Tee hee",ham,tri get lost fact tee hee
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham,hi spoke maneesha v wed like know satisfi experi repli toll free ye
My friends use to call the same.,ham,friend use call
"Sorry, I'll call later",ham,sorri ill call later
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",ham,em olowoyey uscedu great time argentina sad secretari everyth bless
"It,,s a taxt massage....tie-pos argh ok! Lool!",ham,taxt massagetiepo argh ok lool
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",ham,hi pleas get ltgt dollar loan ill pay back mid februari pl
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",ham,might want pull case plan spend dont much confid derek taylor money manag
Do you like shaking your booty on the dance floor?,ham,like shake booti danc floor
"Text me when you get off, don't call, my phones having problems",ham,text get dont call phone problem
No need for the drug anymore.,ham,need drug anymor
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,ham,sorri dai thought call lot timeslil busyi call noon
Its sarcasm.. .nt scarcasim,ham,sarcasm nt scarcasim
Great! I have to run now so ttyl!,ham,great run ttyl
Feel like trying kadeem again? :V,ham,feel like tri kadeem v
Dai  &lt;#&gt;  naal eruku.,ham,dai ltgt naal eruku
Not yet chikku..wat abt u?,ham,yet chikkuwat abt u
Ok...,ham,ok
Want to finally have lunch today?,ham,want final lunch today
Do you know when dad will be back?,ham,know dad back
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam,hello darl today would love chat dont tell look like sexi
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,spam,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate wwwgetzedcouk pobox w wq norm ptone
He remains a bro amongst bros,ham,remain bro amongst bro
R u meeting da ge at nite tmr?,ham,r u meet da ge nite tmr
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,nice day impress sensibl went home earli feel fine bore when cant rememb
Why de. You looking good only:-)..,ham,de look good
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,spam,wanna get laid nite want real dog locat sent direct ur mobil join uk largest dog network txt park nyt eca lp £msg
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam,tri contact respons offer new nokia fone camcord hit repli call deliveri
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ham,ye repli mail im go manag offic later plu bank later alsoor wednesday
"That's cool, I'll come by like  &lt;#&gt; ish",ham,that cool ill come like ltgt ish
Super msg da:)nalla timing.,ham,super msg danalla time
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",ham,good afternoon boytoy feel today better hope good boy obedi slave pleas queen
I am 6 ft. We will be a good combination!,ham,ft good combin
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham,im sick im needi want pout stomp feet pout stomp feet want slave want
* Am on a train back from northampton so i'm afraid not!,ham,train back northampton im afraid
Where in abj are you serving. Are you staying with dad or alone.,ham,abj serv stay dad alon
Was playng 9 doors game and gt racing on phone lol,ham,playng door game gt race phone lol
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,new tone week includ mcflyall ab sara jorgeshock smithswitch order follow instruct next messag
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham,solv case man found murder ltdecimalgt ltgt afternoon wife call polic polic question everyon wife siri sleep murder took place cook cook garden pick veget housemaid went post offic children went play neighbour went marriag polic arrest murder immedi who repli reason u r brilliant
I'm on da bus going home...,ham,im da bu go home
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham,got call landlin number ask come anna nagar go afternoon
I'm okay. Chasing the dream. What's good. What are you doing next.,ham,im okay chase dream what good next
Yupz... I've oredi booked slots 4 my weekends liao... ,ham,yupz ive oredi book slot weekend liao
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam,urgent tri contact u today draw show £ prize guarante call land line claim c valid hr
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,ham,r mani modelsoni ericson also der ltgt luk good bt forgot modl
Okie,ham,oki
Yes I know the cheesy songs from frosty the snowman :),ham,ye know cheesi song frosti snowman
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ham,ya ok vikki vl c witin ltgt min il repli u
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,spam,sport fan get latest sport news str ur mobil wk free plu free tone txt sport wwwgetzedcouk norm txtp
Hey tmr meet at bugis 930 ?,ham,hey tmr meet bugi
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam,urgent urgent free flight europ give away call b th sept take friend free call claim bannfwflyppm
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,ham,nice new shirt thing wear nudist theme mu
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,ham,hey sexi bun day word morn ym think
And whenever you and i see we can still hook up too.,ham,whenev see still hook
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,ham,nope im go home go pump petrol lor like go rain soon
Can you use foreign stamps for whatever you send them off for? ,ham,use foreign stamp whatev send
FROM 88066 LOST £12 HELP,spam,lost £ help
Oh baby of the house. How come you dont have any new pictures on facebook,ham,oh babi hous come dont new pictur facebook
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",ham,feb ltgt love u day send di ur valu frnd evn come back ull gt marri person u luv u ignor di u lose ur luv evr
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",ham,hiya sorri didnt hav signal havent seen heard neither unusu ill put case get sort hug snog
"Omw back to tampa from west palm, you hear what happened?",ham,omw back tampa west palm hear happen
Yup no more already... Thanx 4 printing n handing it up.,ham,yup alreadi thanx print n hand
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,spam,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd p optout txt stop repli date
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham,mean come chase state watch mani movi want
S now only i took tablets . Reaction morning only.,ham,took tablet reaction morn
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam,great new offer doubl min doubl txt best orang tariff get latest camera phone free call mobileupd free stoptxt tc
"Nah, I'm a perpetual DD",ham,nah im perpetu dd
Sorry de i went to shop.,ham,sorri de went shop
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam,hope enjoy new content text stop unsubscrib helpp provid tonesyoucouk
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,ham,hey still want go yogasana coz end cine go bath hav steam bath
Nope i'm not drivin... I neva develop da photos lei...,ham,nope im drivin neva develop da photo lei
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham,think go reg pract lesson flung advanc haha wat time u go
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,ham,cool ltgt inch long hope like big
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,housemaid murder coz man murder ltgt th januari public holiday govtinstituit closedinclud post officeunderstand
Okie.. Thanx..,ham,oki thanx
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,day euro kickoff u kept inform latest news result daili unsubscrib send get euro stop
Go where n buy? Juz buy when we get there lar.,ham,go n buy juz buy get lar
Ok lor...,ham,ok lor
I'm working technical support :)voice process.,ham,im work technic support voic process
It's justbeen overa week since we broke up and already our brains are going to mush!,ham,justbeen overa week sinc broke alreadi brain go mush
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham,tund wish great day abiola
Nope... C ü then...,ham,nope c ü
No. But we'll do medical missions to nigeria,ham,well medic mission nigeria
No i am not having not any movies in my laptop,ham,movi laptop
Whatsup there. Dont u want to sleep,ham,whatsup dont u want sleep
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam,urgent pleas call landlin £ cash luxuri canari island holiday await collect tc sae award maq ppm “
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam,urgent pleas call landlin complimentari lux costa del sol holiday £ cash await collect ppm sae tc jame ehrr
I havent lei.. Next mon can?,ham,havent lei next mon
Mm feeling sleepy. today itself i shall get that dear,ham,mm feel sleepi today shall get dear
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,ham,dare stupid wont tell anyth hear wont talk
Do ü noe if ben is going?,ham,ü noe ben go
Can you do a mag meeting this avo at some point?,ham,mag meet avo point
I meant middle left or right?,ham,meant middl left right
Really? I crashed out cuddled on my sofa.,ham,realli crash cuddl sofa
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu
"I sent you the prices and do you mean the  &lt;#&gt; g,",ham,sent price mean ltgt g
Are you this much buzy,ham,much buzi
Nothing. Can...,ham,noth
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham,work ring u thing whole hous scream brat pull hair love u
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham,famili respond anyth room went home diwali one call come make feel like die
"Tick, tick, tick ... Babe",ham,tick tick tick babe
R ü going 4 today's meeting?,ham,r ü go today meet
K da:)how many page you want?,ham,k dahow mani page want
Ya had just now.onion roast.,ham,ya nowonion roast
Send his number and give reply tomorrow morning for why you said that to him like that ok,ham,send number give repli tomorrow morn said like ok
You said not now. No problem. When you can. Let me know.,ham,said problem let know
Ok but tell me half an hr b4 u come i need 2 prepare.,ham,ok tell half hr b u come need prepar
Play w computer? Aiyah i tok 2 u lor?,ham,play w comput aiyah tok u lor
Sat right? Okay thanks... ,ham,sat right okay thank
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",ham,derp wors dude alway want parti dude file complaint three drug abus live
Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham,ok chines food way get fat your pay lipo
We r outside already.,ham,r outsid alreadi
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,ham,good trip watch rememb get back must decid easter
Yo we are watching a movie on netflix,ham,yo watch movi netflix
What time. I‘m out until prob 3 or so,ham,time i‘m prob
